review,sentiment
@Mahishini @dialoglk Exactly. That's the same issue I'm also having and wonder why @dialoglk ignores our complaints now.,negative
@dialoglk stop trying to act like the issue is with my phone or hardware related. Your freaking netwrok doesnt work for anyone. How cheap you all are!!,negative
@shavinduhett @annethekat @dialoglk You're probably right there too?Ÿ˜‚?Ÿ˜‚,neutral
This is the solution I got from @dialoglk. Do you all think Customers are idiots? Even at the heart of Colombo your freaking network doesnt load signals. Stop trying to be funny and blindfold customers. Such cheap lunatic pathetic â€˜professionalsâ€™. https://t.co/k003g7hoEF,negative
It is time that @dialoglk will lose many customers who have stuck with them and their poor service since they couldn't change the number. https://t.co/E8edATONF0,negative
"Provide realistic, actionable, implementable solutions for my issue NOW. I cant wait for an hour more wen you all have not done anything for an year. Such pathetic service! @dialoglk",negative
"Dear @dialoglk, Iâ€™m trying to dowload a 29 mb video for more than 2 hours now. Iâ€™m in Gampola (Central Province). Can you give me a solution to download this video so that I can continue my work by providing feedback for an urgent video clip which needs changes?",negative
@dialoglk why 3G is more speed than 4G?,negative
Hey @dialoglk I canâ€™t stream Netflix from my home broadband. It keeps buffering and very slow.,negative
"Last night's  #Koombiyomeetup organized by #Koombiyo ?Ÿêœ fans and @dialoglk was just awesome.  It was really fun, insightful and also the food was delicious. ?Ÿ˜‹?Ÿ?—
Thank you Koombiyo team for such a magnificent creation...!!! ?Ÿ™è https://t.co/HqbgcCXGE2",neutral
"@tikirimaarie @dialoglk Ah, mage late night echcharama case ekak na. Was 50-60Mbps before. Now like 30Mbps",negative
@itZmeRakitha @dialoglk I had 4 and disconnected 3 of them already ?Ÿ˜‚?Ÿ˜‚,negative
@d3vinlive @dialoglk Me too but need sth to travel with ne :(,negative
@sdyakupitiyage @dialoglk It's all the same! Even at 3am,negative
"@dialoglk No need to DM. It took me 5 freaking days to lodge a complaint. SR No:  2-0002794387
Now take your apology, shove it up your sorry ass and fix this!",negative
@lahirutheflash @dialoglk Yeah I already have a fibre connection.. But I do need sth to take with me everywhere I do so I don't have any choice ?Ÿ˜’ I have all 5 signal bars yet 350 kbps speed!,negative
@judemelaka @annethekat @dialoglk SLT wonâ€™t be any much better when it comes to cost of These packages,negative
"@Buddhikamn @dialoglk Just disappears completely.....comes back, goes off again.....repeat....?Ÿ??â€çâ™‚ï¸è",negative
"TRCS APPROVED FOR UNLIMITED INTERNET PACKAGE., @dialoglk give me cheapest package, faster without buffering ( dialog you already earn money from us plz give this )
waiting",negative
"@dialoglk FYI @TRCSL @milindarj @irajonline @GotabayaR @Rohitha_Chichi Before providing unlimited data packages, please ask @dialoglk to provide an uninterrupted internet connection to existing users",negative
"@Mahishini @dialoglk You are not alone and almost all @dialoglk users having the same experience every day 
https://t.co/55QxpAG3Qf",negative
@dialoglk Another speed test from today morning from @dialoglk https://t.co/j9ZQ5vhkab,negative
"This is Dialog's legacy. @dialoglk The service, the speed, the packages, are all shit. I think I'm going to switch. https://t.co/9Vhs8ieMzU",negative
"Happy Birthday to our Brand Ambassador Rangana! 
Best wishes from Dialog!

#HappyBdayRangana https://t.co/j4aukBBQXK",neutral
@dialoglk You asked what the issue I'm facing and once I explained it in detail there is no response at all from @dialoglk. Why is that?,negative
@PO5IT1VE @dialoglk Yea but I want to check my 5G as well?Ÿ¥º,neutral
@nuzlyMN @dialoglk Different bands I guess.,neutral
@Cheesequeen324 @dialoglk Lol download speed 100kbps deewi unlimited deela ?Ÿ˜‚,negative
"@PO5IT1VE @dialoglk its Open, 5G trials going on but only for Huawei and Vivo! I want to check on my iPhone and I canâ€™t register mu device ?Ÿ˜ê?Ÿ˜‘",negative
@nuzlyMN @dialoglk Cost? Not much noticeable difference since 4g is fast enough and SL doesn't have good internet plans? They should bring it tho. Will open up some space for 4G users.,negative
"@dialoglk Why you guys havenâ€™t activated 5G trials for #Apple iPhone12 / iPhone12Pro?!

#Srilanka",negative
@dialoglk how can I deactivate my home broadband?,negative
"@dialoglk It is hardly believe tht you have not taken ny step, even a response when i have mde this complin until i post this on social medi, when i did lost the connection completely.",negative
@tikirimaarie @dialoglk Why don't u switch to a fibre connection bro ? Is it because portability ??Ÿ˜¢,negative
"@dialoglk @SriLankaTelecom Consider providing Broadband Packages like following. Donâ€™t try to make business out of this pandemic situation with new packages called Work, Learn and increase your profits. There are ISP offerings as follows in neighbor countries. #SriLanka https://t.co/X3TowaLtDn",negative
@NuchuBuchu @NewsWireLK @dialoglk Kindly DM us your connection number and a reachable contact number to check and assist you. ^Raaq,neutral
"@dialoglk Highly disappointed with the worst internet connection you provide. From mobile to home broadband, multiple connections at multiple locations within Colombo and suburbs facing the same problem. Strangely your call center team is blaming the heat wave as the reason, ?Ÿ™„",negative
"@dialoglk i have raised a complain on 5th March, related to signal (slow ness) now i have barely internet. Mobile signal also seems to be week. No 4G. Firsy fix this ASAP. As this is yr failure, i want a wave off from my bill, ref is 2-0002734759",negative
@dialoglk Ok. Thank you for your possible reply ?Ÿ˜ç?Ÿ˜ç,positive
"@dialoglk  Few years back Dialog TV had no signal when it rains (not sure if itâ€™s still the same coz I had to give up the connection due to this matter )     
Since last week or so, am I the only one who is experiencing â€œnoâ€ù 4G signals during rain ?Ÿ?”",negative
"@dialoglk Ok. But Telegram packages must need for students.
Because 10-20 Lakhs students Telegram users.
Please Bring the Telegram package as soon as possible.",negative
@dialoglk @VihariV How much Telegram package?,neutral
@Thariq_27 @dialoglk I just switched to Mobitel ?Ÿ˜?,negative
"@MarianneDavid24 Then, as now, number porting was being blocked and stymied by @dialoglk through their paid minions in the civil service including now ASG and AG Aspirant Sumathi Dharmawardena.",negative
"@Ncell if the government allows number porting, people will definitely leave Ncell. #NoToNcellCorporate.
@axiata @dialoglk",negative
"@dialoglk ; complaints are ignored as usual. 

Please get your act together. ?Ÿ˜’ https://t.co/6N8jLJdeO9",negative
dialoglkYou guys ae the absolute worst internet provider.I'm getting speeds less than 100kb/s on 4G mobile data.I request everyone to switch from this shitty internet,negative
"@Thariq_27 @dialoglk Hope that happens, really want to see how these idiots gonna respond then",negative
Dear @dialoglk  If this comes live from October and Hutch launches 5G for Colombo by October. You might need up packing your bags bcx the company which is backing Hutch can rip you apart ?Ÿ?£ #Lyca #Entertainment https://t.co/08Y63eU7AY,negative
"Aimed at promoting effective competition between  @dialoglk  @MobitelSriLanka @HutchSriLanka and @AirtelSrilanka 

- will be interesting to see how #lka telcos go about gaining new subscribers and retaining the existing ones in their pool of customer base.. https://t.co/BjuvplZOIZ https://t.co/jY8K8Qeje9",negative
tikirimaarie @dialoglk nope sincerely dialog Is a piece of shit,negative
#Buddhikamn @dialoglk Might as well switch to SLT lmao this is waste of money,negative
@dialoglk data makes a bad headache even worse ?Ÿ™„,negative
@dialoglk horrible horrible mobile data! But your charges for mobile data are just superb ?Ÿ™„?Ÿ™„?Ÿ™„?Ÿ™„,negative
@dialoglk Then I can move to any other internet provider ASAP without debating with your customer care and telling the same thing again and again in here as well.,negative
